FREQ,TIME_FORMAT,TIME_PERIOD,NACE_R2,NA_ITEM,GEO,OBS_VALUE,UNIT,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,NACE_R2_DESC,NA_ITEM_DESC,UNIT_DESC,GEO_DESC
A,P1Y,2003,C_HTC_M,B1G,PT,17.35620739054895705272141674202168192394,PERC_OF_MANUF,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Portugal
A,P1Y,2003,C_HTC_M,B1G,PT,3416.5,CP_MEUR,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Portugal
A,P1Y,2003,C_HTC_M,B1G,PT,3416.5,CP_MNAC,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Portugal
A,P1Y,2003,C_HTC_M,B1G,RO,4.3994192880576852225477639958595764838,PERC_OF_TOTAL,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Romania
A,P1Y,2003,C_HTC_M,B1G,RO,18.64890491949577957089205369426988435652,PERC_OF_MANUF,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Romania
A,P1Y,2003,C_HTC_M,B1G,RO,2006.1,CP_MEUR,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Romania
A,P1Y,2003,C_HTC_M,B1G,RO,7533.3,CP_MNAC,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Romania
A,P1Y,2003,C_HTC_M,B1G,SE,5.88226730041431648507594780547124573098,PERC_OF_TOTAL,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Sweden
A,P1Y,2003,C_HTC_M,B1G,SE,28.88230889916437474839064069619133974694,PERC_OF_MANUF,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Sweden
A,P1Y,2003,C_HTC_M,B1G,SE,15353.2,CP_MEUR,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Sweden
A,P1Y,2003,C_HTC_M,B1G,SE,140085,CP_MNAC,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Sweden
A,P1Y,2003,C_HTC_M,B1G,SI,5.9797511991712442653063001105588007417,PERC_OF_TOTAL,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Slovenia
A,P1Y,2003,C_HTC_M,B1G,SI,24.12588026623114342412588026623114342413,PERC_OF_MANUF,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Slovenia
A,P1Y,2003,C_HTC_M,B1G,SI,1340.7,CP_MNAC,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Slovenia
A,P1Y,2003,C_HTC_M,B1G,SI,1373.8,CP_MEUR,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Slovenia
A,P1Y,2003,C_HTC_M,B1G,SK,6.19370883183223551552628041403414437424,PERC_OF_TOTAL,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Slovakia
A,P1Y,2003,C_HTC_M,B1G,SK,27.93458856815655630031324733066118764526,PERC_OF_MANUF,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Slovakia
A,P1Y,2003,C_HTC_M,B1G,SK,1658.7,CP_MEUR,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Slovakia
A,P1Y,2003,C_HTC_M,B1G,SK,2284.4,CP_MNAC,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Slovakia
A,P1Y,2003,C_HTC_M,B1G,UK,3.85302869631374714696542871158868127381,PERC_OF_TOTAL,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,United Kingdom
A,P1Y,2003,C_HTC_M,B1G,UK,29.61269048115142590125058263162771402864,PERC_OF_MANUF,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,United Kingdom
A,P1Y,2003,C_HTC_M,B1G,UK,43568,CP_MNAC,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",United Kingdom
A,P1Y,2003,C_HTC_M,B1G,UK,62960.4,CP_MEUR,Annual,Annual,Year 2003,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",United Kingdom
A,P1Y,2003,KIS,B1G,AT,32.63104970525607763077708461903316659244,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Austria
A,P1Y,2003,KIS,B1G,AT,48.29468807063624177944599054060519845376,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Austria
A,P1Y,2003,KIS,B1G,AT,67627.1,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Austria
A,P1Y,2003,KIS,B1G,AT,67627.1,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Austria
A,P1Y,2003,KIS,B1G,BE,39.98899413894224622795155197728314046607,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Belgium
A,P1Y,2003,KIS,B1G,BE,54.84042043454776714930392208109002840068,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Belgium
A,P1Y,2003,KIS,B1G,BE,100718.6,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Belgium
A,P1Y,2003,KIS,B1G,BE,100718.6,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Belgium
A,P1Y,2003,KIS,B1G,BG,25.98379559015533293473088233499688846046,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Bulgaria
A,P1Y,2003,KIS,B1G,BG,42.06944238652639897268731170049883933422,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Bulgaria
A,P1Y,2003,KIS,B1G,BG,4258.9,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Bulgaria
A,P1Y,2003,KIS,B1G,BG,8300.5,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Bulgaria
A,P1Y,2003,KIS,B1G,CY,44.59486676532658476142105309246302442271,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Cyprus
A,P1Y,2003,KIS,B1G,CY,58.74088769954784534465257912706468579865,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Cyprus
A,P1Y,2003,KIS,B1G,CY,5082.3,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Cyprus
A,P1Y,2003,KIS,B1G,CY,5092.6,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Cyprus
A,P1Y,2003,KIS,B1G,CZ,29.27629427927388838371936647217982773788,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Czechia
A,P1Y,2003,KIS,B1G,CZ,47.25599494952512392184509619999561867321,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Czechia
A,P1Y,2003,KIS,B1G,CZ,23728.7,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Czechia
A,P1Y,2003,KIS,B1G,CZ,755663,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Czechia
A,P1Y,2003,KIS,B1G,DE,36.28060569269390200167891795941346059451,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Germany
A,P1Y,2003,KIS,B1G,DE,51.77711745494392696387865722073026114045,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Germany
A,P1Y,2003,KIS,B1G,DE,724351,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Germany
A,P1Y,2003,KIS,B1G,DE,724351,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Germany
A,P1Y,2003,KIS,B1G,DK,40.5635027385061808045417895021023574182,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Denmark
A,P1Y,2003,KIS,B1G,DK,77.50791307394918399117641990130917571907,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Denmark
A,P1Y,2003,KIS,B1G,DK,67462.5,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Denmark
A,P1Y,2003,KIS,B1G,DK,501294,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Denmark
A,P1Y,2003,KIS,B1G,EE,29.11956368664302449141584196443431614795,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Estonia
A,P1Y,2003,KIS,B1G,EE,43.5319336255239334724109552335929874256,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Estonia
A,P1Y,2003,KIS,B1G,EE,2274.5,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Estonia
A,P1Y,2003,KIS,B1G,EE,2274.5,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Estonia
A,P1Y,2003,KIS,B1G,EL,34.26287151103895375713180332607744898557,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Greece
A,P1Y,2003,KIS,B1G,EL,47.88062513440076195981776344943527738141,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Greece
A,P1Y,2003,KIS,B1G,EL,54996.5,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Greece
A,P1Y,2003,KIS,B1G,EL,54996.5,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Greece
A,P1Y,2003,KIS,B1G,ES,31.17396614565802471001520848817735817432,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Spain
A,P1Y,2003,KIS,B1G,ES,47.2369968669657447982263487139987301323,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Spain
A,P1Y,2003,KIS,B1G,ES,226910,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Spain
A,P1Y,2003,KIS,B1G,ES,226910,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Spain
A,P1Y,2003,KIS,B1G,EU28,37.05667186727258910353835900309144286453,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,European Union
A,P1Y,2003,KIS,B1G,EU28,51.80808395928329044800419354149089798183,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,European Union
A,P1Y,2003,KIS,B1G,EU28,3523631.4,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",European Union
A,P1Y,2003,KIS,B1G,EU28,3523631.4,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",European Union
A,P1Y,2003,KIS,B1G,FI,33.88988317739365518074654704998376414973,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Finland
A,P1Y,2003,KIS,B1G,FI,53.57607592669969557691159792276010266818,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Finland
A,P1Y,2003,KIS,B1G,FI,44878,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Finland
A,P1Y,2003,KIS,B1G,FI,44878,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Finland
A,P1Y,2003,KIS,B1G,FR,40.17797041041141874706054111226742116465,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,France
A,P1Y,2003,KIS,B1G,FR,53.19038891622109169022942831243771411477,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,France
A,P1Y,2003,KIS,B1G,FR,590308,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",France
A,P1Y,2003,KIS,B1G,FR,590308,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",France
A,P1Y,2003,KIS,B1G,HR,32.61992015080024821158867124843404245355,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Croatia
A,P1Y,2003,KIS,B1G,HR,49.05393509008744644638769880861552908035,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Croatia
A,P1Y,2003,KIS,B1G,HR,8358.3,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Croatia
A,P1Y,2003,KIS,B1G,HR,63262.8,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Croatia
A,P1Y,2003,KIS,B1G,HU,35.14841407898145749287538398904474628965,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Hungary
A,P1Y,2003,KIS,B1G,HU,54.26998557067274952497511774426279471782,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Hungary
A,P1Y,2003,KIS,B1G,HU,22792.2,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Hungary
A,P1Y,2003,KIS,B1G,HU,5780538,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Hungary
A,P1Y,2003,KIS,B1G,IE,36.3376445928833587035668506299391502122,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Ireland
A,P1Y,2003,KIS,B1G,IE,58.69174493710601234708613526685011529208,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Ireland
A,P1Y,2003,KIS,B1G,IE,46859.9,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Ireland
A,P1Y,2003,KIS,B1G,IE,46859.9,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Ireland
A,P1Y,2003,KIS,B1G,IT,34.72714788095426460798133491327872332633,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Italy
A,P1Y,2003,KIS,B1G,IT,48.61417949172080999033654309249264365459,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Italy
A,P1Y,2003,KIS,B1G,IT,438075.4,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Italy
A,P1Y,2003,KIS,B1G,IT,438075.4,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Italy
A,P1Y,2003,KIS,B1G,LT,27.00351234683754725581145936670509692469,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Lithuania
A,P1Y,2003,KIS,B1G,LT,42.21081307627829002514668901927912824811,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Lithuania
A,P1Y,2003,KIS,B1G,LT,4028.5,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Lithuania
A,P1Y,2003,KIS,B1G,LT,4028.6,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Lithuania
A,P1Y,2003,KIS,B1G,LU,50.25153478854024556616643929058663028649,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Luxembourg
A,P1Y,2003,KIS,B1G,LU,61.73628388110514599973811706167343197591,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Luxembourg
A,P1Y,2003,KIS,B1G,LU,11787,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Luxembourg
A,P1Y,2003,KIS,B1G,LU,11787,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Luxembourg
A,P1Y,2003,KIS,B1G,LV,31.30487532326554069154880112384662047827,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Latvia
A,P1Y,2003,KIS,B1G,LV,43.61137468864903332937967026450005930495,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Latvia
A,P1Y,2003,KIS,B1G,LV,2681.4,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Latvia
A,P1Y,2003,KIS,B1G,LV,2941.5,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Latvia
A,P1Y,2003,KIS,B1G,MT,33.45941024024655039574140225537577922533,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Malta
A,P1Y,2003,KIS,B1G,MT,47.85933742986908896606999732834624632648,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Malta
A,P1Y,2003,KIS,B1G,MT,1422.5,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Malta
A,P1Y,2003,KIS,B1G,MT,1433.1,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Malta
A,P1Y,2003,KIS,B1G,NL,44.54990667573743611212866537582639942784,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Netherlands
A,P1Y,2003,KIS,B1G,NL,59.82846166009757011754095192358373987549,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Netherlands
A,P1Y,2003,KIS,B1G,NL,204313,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Netherlands
A,P1Y,2003,KIS,B1G,NL,204313,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Netherlands
A,P1Y,2003,KIS,B1G,PL,30.64018550019391701766236276981873179449,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Poland
A,P1Y,2003,KIS,B1G,PL,46.51197331548639469172873130455633775093,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Poland
A,P1Y,2003,KIS,B1G,PL,51984.2,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Poland
A,P1Y,2003,KIS,B1G,PL,228710,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Poland
A,P1Y,2003,KIS,B1G,PT,37.1563471988338292846948705242053230808,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Portugal
A,P1Y,2003,KIS,B1G,PT,52.26629253944358853787542576610367714348,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Portugal
A,P1Y,2003,KIS,B1G,PT,47461.4,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Portugal
A,P1Y,2003,KIS,B1G,PT,47461.4,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Portugal
A,P1Y,2003,KIS,B1G,RO,21.10519482797943823575852207933472517062,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Romania
A,P1Y,2003,KIS,B1G,RO,41.60671670182962681146888942690139383668,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Romania
A,P1Y,2003,KIS,B1G,RO,9623.8,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Romania
A,P1Y,2003,KIS,B1G,RO,36138.8,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Romania
A,P1Y,2003,KIS,B1G,SE,39.88227189797102160008766008117752622331,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Sweden
A,P1Y,2003,KIS,B1G,SE,57.34567993049943340731816286248021608198,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Sweden
A,P1Y,2003,KIS,B1G,SE,104096,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Sweden
A,P1Y,2003,KIS,B1G,SE,949792,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Sweden
A,P1Y,2003,KIS,B1G,SI,34.37856378024044362806974780405846558313,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Slovenia
A,P1Y,2003,KIS,B1G,SI,54.68115008896365990265921725825769691431,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Slovenia
A,P1Y,2003,KIS,B1G,SI,7707.3,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Slovenia
A,P1Y,2003,KIS,B1G,SI,7898.2,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Slovenia
A,P1Y,2003,KIS,B1G,SK,29.85466983316156592134546160624934653702,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,Slovakia
A,P1Y,2003,KIS,B1G,SK,46.96428571428571428571428571428571428571,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,Slovakia
A,P1Y,2003,KIS,B1G,SK,7995.2,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",Slovakia
A,P1Y,2003,KIS,B1G,SK,11010.5,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",Slovakia
A,P1Y,2003,KIS,B1G,UK,39.14151075952651620856551722787362146167,PERC_OF_TOTAL,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total value added,United Kingdom
A,P1Y,2003,KIS,B1G,UK,51.79883843079877744732238400525705102211,PERC_OF_SERV,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross",Percentage of total services,United Kingdom
A,P1Y,2003,KIS,B1G,UK,442591,CP_MNAC,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million units of national currency",United Kingdom
A,P1Y,2003,KIS,B1G,UK,639591.7,CP_MEUR,Annual,Annual,Year 2003,Total knowledge-intensive services,"Value added, gross","Current prices, million euro",United Kingdom
A,P1Y,2003,TOTAL_INDICATOR,B1G,AT,40.3756471121271792159816490122688936958,PERC_OF_TOTAL,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross",Percentage of total value added,Austria
A,P1Y,2003,TOTAL_INDICATOR,B1G,AT,83677.6,CP_MEUR,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross","Current prices, million euro",Austria
A,P1Y,2003,TOTAL_INDICATOR,B1G,AT,83677.6,CP_MNAC,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross","Current prices, million units of national currency",Austria
A,P1Y,2003,TOTAL_INDICATOR,B1G,BE,48.20590965506233875341550937046633564382,PERC_OF_TOTAL,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross",Percentage of total value added,Belgium
A,P1Y,2003,TOTAL_INDICATOR,B1G,BE,121414.2,CP_MEUR,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross","Current prices, million euro",Belgium
A,P1Y,2003,TOTAL_INDICATOR,B1G,BE,121414.2,CP_MNAC,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross","Current prices, million units of national currency",Belgium
A,P1Y,2003,TOTAL_INDICATOR,B1G,BG,29.69323880760923944211926348028748184935,PERC_OF_TOTAL,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross",Percentage of total value added,Bulgaria
A,P1Y,2003,TOTAL_INDICATOR,B1G,BG,4866.9,CP_MEUR,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross","Current prices, million euro",Bulgaria
A,P1Y,2003,TOTAL_INDICATOR,B1G,BG,9485.6,CP_MNAC,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross","Current prices, million units of national currency",Bulgaria
A,P1Y,2003,TOTAL_INDICATOR,B1G,CY,45.40924892948151002215469758399957967372,PERC_OF_TOTAL,Annual,Annual,Year 2003,Knowledge intensive services and high-tech manufacturing and medium high-tech manufacturing,"Value added, gross",Percentage of total value added,Cyprus
